active_px,guard_px,group_px,throughput,enob,rmse,mae,mean_rel_signal,max_abs,nearest_xtalk,next_xtalk,mean_row_xtalk,max_offdiag,linear_residual_rms
5,0,5,1.0,1.0584904178851247,0.13860280231596933,0.12657407345748026,0.3931318045361485,0.2767020525854176,0.06416654222399483,9.065091022974279e-11,0.12833308462929147,0.06416654222399507,0.07096002869559452
5,1,7,0.7142857142857143,3.0816055621949894,0.034099944170344614,0.028476721971017332,0.06214091580161365,0.08134731195762812,0.008264527134223362,2.4726544422641325e-22,0.016529054268446725,0.008264527134223456,0.039724842779781194
5,2,9,0.5555555555555556,2.169247862411182,0.06418014624330924,0.058394992474093854,0.1357626280735241,0.09044715109321944,0.0004416712836496392,3.960603210463142e-36,0.0008833425672992784,0.00044167128364965626,0.06457176543124733
7,0,7,1.0,1.645968127313352,0.09224091423101054,0.08426892280341566,0.2612961187493886,0.18383171713983415,0.04255454201867562,4.931466386754582e-18,0.08510908403735123,0.04255454201867578,0.04739867748850064
7,1,9,0.7777777777777778,3.6325360125720474,0.02327593184557279,0.019429373908784662,0.042417889461223726,0.05563193984728454,0.005670328412086406,2.0539742896936116e-32,0.011340656824172813,0.005670328412086473,0.02712734146742795
7,2,11,0.6363636363636364,2.7099672453987527,0.04411923250154814,0.04014270054873195,0.09333365434380085,0.06217933294609068,0.00030450430682138995,0.0,0.0006090086136427799,0.0003045043068214019,0.0443892298243102
9,0,9,1.0,2.065481832031669,0.0689663735337288,0.06300629401752107,0.19536125096266382,0.13744306240099402,0.031815302887034755,7.739903421538437e-28,0.06363060577406951,0.03181530288703488,0.03544090304614395
9,1,11,0.8181818181818182,4.027295049558726,0.017704055634106004,0.01477818911580367,0.032263757096185966,0.04231598555362914,0.004313342245083812,0.0,0.008626684490167624,0.0043133422450838625,0.020633665830737266
9,2,13,0.6923076923076923,3.1010014905071293,0.03364456454872639,0.030612131427659593,0.07117468298474686,0.04741694050258405,0.00023222202537998002,0.0,0.00046444405075996004,0.0002322220253799891,0.03385047073135452
